productId,category,material,craftType,quality,rawMaterialCost,laborCost,packagingCost,otherCost,totalCost,competitorPrice,averageMarketPrice,demandScore,sellingPrice
KS-PROD-1136,Pottery & Terracotta,Clay,Wheel Pottery,Fine Heritage,530.0,620.0,70.0,80.0,1300.0,2040.0,1970.0,6,1680.0
KS-PROD-1137,Bamboo & Cane Craft,Seagrass,Coiled Bamboo Weaving,Standard,410.0,240.0,40.0,20.0,710.0,1250.0,1350.0,10,1040.0
KS-PROD-1138,Woodcraft & Carvings,Sandalwood,Chisel Carving,Fine Heritage,890.0,1420.0,120.0,40.0,2470.0,3140.0,3240.0,3,2870.0
KS-PROD-1139,Bamboo & Cane Craft,Seagrass,Coiled Bamboo Weaving,Standard,450.0,570.0,40.0,80.0,1140.0,1440.0,1370.0,1,1310.0
KS-PROD-1140,Bamboo & Cane Craft,Rattan,Coiled Bamboo Weaving,Fine Heritage,340.0,300.0,80.0,60.0,780.0,870.0,910.0,2,900.0
KS-PROD-1141,Handloom & Sarees,Mulberry Silk,Pit Loom Weaving,Standard,3340.0,3200.0,140.0,200.0,6880.0,11070.0,10090.0,7,8840.0
KS-PROD-1142,Textiles & Embroidery,Wool,Block Printing,Masterpiece,220.0,550.0,30.0,70.0,870.0,1400.0,1490.0,7,1190.0
KS-PROD-1143,Textiles & Embroidery,Linen,Kantha Needlework,Fine Heritage,600.0,550.0,50.0,60.0,1260.0,1970.0,2130.0,7,1710.0
KS-PROD-1144,Jewellery & Brassware,Silver Filigree,Lost-Wax Dokra Casting,Standard,3090.0,1450.0,80.0,130.0,4750.0,6970.0,6590.0,3,5840.0
KS-PROD-1145,Pottery & Terracotta,Terracotta,Blue Pottery Glazing,Masterpiece,530.0,1300.0,130.0,60.0,2020.0,3220.0,2940.0,3,2580.0
KS-PROD-1146,Woodcraft & Carvings,Sandalwood,Chisel Carving,Standard,170.0,440.0,90.0,60.0,760.0,1050.0,1130.0,5,950.0
KS-PROD-1147,Pottery & Terracotta,Quartz Paste,Wheel Pottery,Fine Heritage,220.0,1350.0,140.0,30.0,1740.0,3010.0,2870.0,7,2390.0
KS-PROD-1148,Woodcraft & Carvings,Teak Wood,Chisel Carving,Standard,380.0,460.0,90.0,30.0,960.0,1540.0,1550.0,8,1280.0
KS-PROD-1149,Bags & Accessories,Cotton Canvas,Jute Stitching,Fine Heritage,360.0,690.0,50.0,40.0,1140.0,1920.0,1860.0,9,1550.0
KS-PROD-1150,Handloom & Sarees,Khadi,Zari Booti Work,Masterpiece,4720.0,4140.0,100.0,130.0,9090.0,10690.0,11440.0,3,10450.0
KS-PROD-1151,Handloom & Sarees,Khadi,Zari Booti Work,Masterpiece,1680.0,2480.0,110.0,150.0,4420.0,6980.0,6960.0,6,5820.0
KS-PROD-1152,Jewellery & Brassware,Dokra Bronze,Hand Engraving,Fine Heritage,2260.0,1690.0,210.0,180.0,4340.0,7420.0,6980.0,7,5880.0
KS-PROD-1153,Woodcraft & Carvings,Sheesham Wood,Chisel Carving,Masterpiece,270.0,1560.0,70.0,50.0,1950.0,3630.0,3380.0,10,2790.0
KS-PROD-1154,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Standard,280.0,270.0,60.0,60.0,670.0,1210.0,1230.0,9,970.0
KS-PROD-1155,Woodcraft & Carvings,Sandalwood,Jaali Latticework,Fine Heritage,810.0,850.0,60.0,90.0,1810.0,3080.0,2900.0,9,2450.0
KS-PROD-1156,Home Decor & Brassware,Pure Brass,Sand Casting,Standard,190.0,360.0,40.0,50.0,640.0,850.0,860.0,5,760.0
KS-PROD-1157,Bags & Accessories,Burlap,Jute Stitching,Masterpiece,270.0,800.0,90.0,50.0,1210.0,1660.0,1730.0,3,1480.0
KS-PROD-1158,Pottery & Terracotta,Terracotta,Blue Pottery Glazing,Masterpiece,590.0,1270.0,70.0,90.0,2020.0,3130.0,3080.0,9,2610.0
KS-PROD-1159,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Standard,140.0,220.0,70.0,60.0,490.0,720.0,660.0,3,600.0
KS-PROD-1160,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Standard,480.0,580.0,50.0,70.0,1180.0,2010.0,2000.0,7,1630.0
KS-PROD-1161,Woodcraft & Carvings,Sandalwood,Chisel Carving,Standard,310.0,780.0,80.0,90.0,1260.0,2090.0,2240.0,10,1770.0
KS-PROD-1162,Home Decor & Brassware,Terracotta,Sand Casting,Fine Heritage,540.0,620.0,90.0,80.0,1330.0,1720.0,1810.0,4,1580.0
KS-PROD-1163,Home Decor & Brassware,Bell Metal,Sand Casting,Standard,430.0,180.0,100.0,40.0,750.0,1140.0,1080.0,7,940.0
KS-PROD-1164,Woodcraft & Carvings,Teak Wood,Jaali Latticework,Standard,590.0,970.0,50.0,40.0,1650.0,2540.0,2400.0,5,2090.0
KS-PROD-1165,Bags & Accessories,Cotton Canvas,Hand Braiding,Fine Heritage,540.0,490.0,70.0,30.0,1130.0,2010.0,1840.0,6,1550.0
KS-PROD-1166,Pottery & Terracotta,Stoneware,Terracotta Modelling,Standard,560.0,650.0,70.0,80.0,1360.0,2240.0,2330.0,8,1880.0
KS-PROD-1167,Handloom & Sarees,Silk Cotton,Jacquard Weaving,Masterpiece,5260.0,5550.0,120.0,180.0,11110.0,21100.0,19300.0,8,15970.0
KS-PROD-1168,Home Decor & Brassware,Pure Brass,Sand Casting,Fine Heritage,550.0,600.0,90.0,60.0,1300.0,2070.0,1930.0,6,1670.0
KS-PROD-1169,Textiles & Embroidery,Tussar Silk,Kantha Needlework,Standard,390.0,370.0,70.0,30.0,860.0,1300.0,1390.0,7,1130.0
KS-PROD-1170,Bags & Accessories,Burlap,Hand Braiding,Standard,340.0,420.0,90.0,80.0,930.0,1620.0,1480.0,10,1260.0
KS-PROD-1171,Bamboo & Cane Craft,Seagrass,Split Cane Weaving,Fine Heritage,480.0,210.0,80.0,50.0,820.0,1370.0,1350.0,8,1120.0
KS-PROD-1172,Home Decor & Brassware,Bell Metal,Sand Casting,Standard,330.0,160.0,100.0,30.0,620.0,1080.0,1030.0,7,860.0
KS-PROD-1173,Jewellery & Brassware,Silver Filigree,Filigree,Fine Heritage,2190.0,4870.0,130.0,170.0,7360.0,12080.0,11000.0,6,9580.0
KS-PROD-1174,Jewellery & Brassware,Dokra Bronze,Lost-Wax Dokra Casting,Masterpiece,4470.0,4020.0,130.0,110.0,8730.0,13250.0,13930.0,6,11450.0
KS-PROD-1175,Bags & Accessories,Golden Jute,Hand Braiding,Fine Heritage,430.0,600.0,90.0,30.0,1150.0,1610.0,1530.0,5,1380.0
KS-PROD-1176,Home Decor & Brassware,Wrought Iron,Beaten Metal Hammering,Masterpiece,270.0,500.0,50.0,60.0,880.0,1280.0,1280.0,6,1100.0
KS-PROD-1177,Textiles & Embroidery,Organic Cotton,Kantha Needlework,Fine Heritage,130.0,290.0,50.0,50.0,520.0,860.0,840.0,9,700.0
KS-PROD-1178,Woodcraft & Carvings,Rosewood,Wood Turning,Masterpiece,310.0,520.0,120.0,90.0,1040.0,1660.0,1750.0,7,1410.0
KS-PROD-1179,Textiles & Embroidery,Linen,Block Printing,Standard,470.0,200.0,100.0,70.0,840.0,1370.0,1250.0,5,1090.0
KS-PROD-1180,Textiles & Embroidery,Organic Cotton,Block Printing,Standard,200.0,220.0,100.0,20.0,540.0,880.0,800.0,4,700.0
KS-PROD-1181,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Masterpiece,660.0,330.0,50.0,80.0,1120.0,1940.0,1940.0,10,1570.0
KS-PROD-1182,Bamboo & Cane Craft,Rattan,Coiled Bamboo Weaving,Masterpiece,520.0,670.0,90.0,80.0,1360.0,2260.0,2060.0,5,1780.0
KS-PROD-1183,Jewellery & Brassware,Copper Alloy,Hand Engraving,Fine Heritage,4040.0,4760.0,130.0,100.0,9030.0,12400.0,11600.0,3,10600.0
KS-PROD-1184,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Masterpiece,590.0,610.0,40.0,70.0,1310.0,2000.0,1910.0,4,1660.0
KS-PROD-1185,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Masterpiece,670.0,550.0,60.0,60.0,1340.0,1780.0,1870.0,2,1610.0
KS-PROD-1186,Bags & Accessories,Golden Jute,Hand Braiding,Fine Heritage,560.0,270.0,80.0,20.0,930.0,1490.0,1370.0,5,1200.0
KS-PROD-1187,Pottery & Terracotta,Stoneware,Terracotta Modelling,Masterpiece,1000.0,580.0,90.0,80.0,1750.0,2670.0,2560.0,5,2220.0
KS-PROD-1188,Textiles & Embroidery,Organic Cotton,Chikankari Stitching,Masterpiece,740.0,330.0,70.0,60.0,1200.0,2130.0,1950.0,6,1650.0
KS-PROD-1189,Pottery & Terracotta,Quartz Paste,Blue Pottery Glazing,Standard,650.0,320.0,60.0,60.0,1090.0,1470.0,1520.0,3,1320.0
KS-PROD-1190,Woodcraft & Carvings,Teak Wood,Chisel Carving,Masterpiece,1170.0,1460.0,80.0,40.0,2750.0,4770.0,4370.0,7,3720.0
KS-PROD-1191,Home Decor & Brassware,Bell Metal,Beaten Metal Hammering,Masterpiece,450.0,820.0,40.0,40.0,1350.0,2030.0,1880.0,3,1670.0
KS-PROD-1192,Bags & Accessories,Golden Jute,Jute Stitching,Fine Heritage,330.0,310.0,100.0,60.0,800.0,1110.0,1190.0,6,1000.0
KS-PROD-1193,Jewellery & Brassware,Cast Brass,Filigree,Standard,3450.0,1080.0,140.0,80.0,4750.0,7030.0,7180.0,9,6060.0
KS-PROD-1194,Jewellery & Brassware,Cast Brass,Filigree,Masterpiece,2810.0,1730.0,110.0,150.0,4800.0,6980.0,7280.0,8,6100.0
KS-PROD-1195,Textiles & Embroidery,Tussar Silk,Chikankari Stitching,Standard,340.0,410.0,90.0,60.0,900.0,1280.0,1200.0,3,1080.0
KS-PROD-1196,Bags & Accessories,Golden Jute,Jute Stitching,Masterpiece,710.0,790.0,40.0,80.0,1620.0,2250.0,2160.0,5,1940.0
KS-PROD-1197,Woodcraft & Carvings,Sheesham Wood,Jaali Latticework,Standard,540.0,1200.0,140.0,100.0,1980.0,3780.0,3560.0,9,2890.0
KS-PROD-1198,Handloom & Sarees,Silk Cotton,Zari Booti Work,Standard,1790.0,1640.0,220.0,80.0,3730.0,4920.0,5290.0,7,4510.0
KS-PROD-1199,Bags & Accessories,Golden Jute,Jute Stitching,Masterpiece,560.0,870.0,70.0,60.0,1560.0,2620.0,2570.0,9,2130.0
KS-PROD-1200,Bamboo & Cane Craft,Seagrass,Split Cane Weaving,Standard,280.0,240.0,100.0,50.0,670.0,1030.0,1020.0,7,860.0
KS-PROD-1201,Bags & Accessories,Golden Jute,Hand Braiding,Masterpiece,460.0,500.0,60.0,70.0,1090.0,1750.0,1670.0,5,1420.0
KS-PROD-1202,Pottery & Terracotta,Terracotta,Wheel Pottery,Fine Heritage,910.0,1200.0,110.0,40.0,2260.0,3640.0,3580.0,6,3000.0
KS-PROD-1203,Pottery & Terracotta,Quartz Paste,Terracotta Modelling,Standard,380.0,760.0,130.0,80.0,1350.0,2250.0,2220.0,7,1830.0
KS-PROD-1204,Woodcraft & Carvings,Sandalwood,Wood Turning,Masterpiece,280.0,700.0,100.0,40.0,1120.0,1520.0,1630.0,4,1380.0
KS-PROD-1205,Bamboo & Cane Craft,Rattan,Coiled Bamboo Weaving,Masterpiece,550.0,240.0,90.0,30.0,910.0,1160.0,1260.0,2,1080.0
KS-PROD-1206,Bamboo & Cane Craft,Seagrass,Coiled Bamboo Weaving,Fine Heritage,540.0,400.0,90.0,20.0,1050.0,1480.0,1430.0,3,1270.0
KS-PROD-1207,Jewellery & Brassware,Copper Alloy,Filigree,Masterpiece,4210.0,5730.0,130.0,190.0,10260.0,13460.0,14600.0,5,12420.0
KS-PROD-1208,Home Decor & Brassware,Bell Metal,Beaten Metal Hammering,Standard,430.0,370.0,70.0,60.0,930.0,1400.0,1320.0,7,1160.0
KS-PROD-1209,Woodcraft & Carvings,Teak Wood,Chisel Carving,Masterpiece,350.0,620.0,130.0,30.0,1130.0,1990.0,1830.0,9,1550.0
KS-PROD-1210,Jewellery & Brassware,Copper Alloy,Hand Engraving,Masterpiece,2440.0,5510.0,120.0,160.0,8230.0,14840.0,13750.0,7,11480.0
KS-PROD-1211,Handloom & Sarees,Khadi,Pit Loom Weaving,Standard,2200.0,1010.0,160.0,70.0,3440.0,4270.0,4480.0,1,3970.0
KS-PROD-1212,Handloom & Sarees,Mulberry Silk,Zari Booti Work,Masterpiece,2790.0,4940.0,160.0,170.0,8060.0,13650.0,14310.0,9,11370.0
KS-PROD-1213,Bamboo & Cane Craft,Seagrass,Coiled Bamboo Weaving,Masterpiece,160.0,340.0,90.0,40.0,630.0,770.0,810.0,3,720.0
KS-PROD-1214,Pottery & Terracotta,Stoneware,Terracotta Modelling,Standard,770.0,730.0,70.0,70.0,1640.0,2550.0,2550.0,6,2140.0
KS-PROD-1215,Bags & Accessories,Golden Jute,Jute Stitching,Masterpiece,480.0,620.0,40.0,80.0,1220.0,1280.0,1370.0,1,1400.0
KS-PROD-1216,Pottery & Terracotta,Terracotta,Blue Pottery Glazing,Fine Heritage,490.0,480.0,60.0,50.0,1080.0,1410.0,1520.0,7,1300.0
KS-PROD-1217,Home Decor & Brassware,Pure Brass,Sand Casting,Masterpiece,180.0,610.0,30.0,70.0,890.0,1640.0,1580.0,8,1280.0
KS-PROD-1218,Jewellery & Brassware,Copper Alloy,Hand Engraving,Masterpiece,2230.0,3750.0,120.0,200.0,6300.0,11020.0,10190.0,8,8610.0
KS-PROD-1219,Bags & Accessories,Embroidered Silk,Jute Stitching,Standard,210.0,480.0,100.0,40.0,830.0,1280.0,1300.0,5,1080.0
KS-PROD-1220,Pottery & Terracotta,Stoneware,Terracotta Modelling,Standard,180.0,640.0,140.0,90.0,1050.0,1570.0,1520.0,7,1320.0
KS-PROD-1221,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Fine Heritage,360.0,440.0,100.0,50.0,950.0,1370.0,1380.0,6,1180.0
KS-PROD-1222,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Masterpiece,270.0,370.0,90.0,60.0,790.0,1340.0,1340.0,10,1090.0
KS-PROD-1223,Home Decor & Brassware,Wrought Iron,Beaten Metal Hammering,Standard,260.0,360.0,70.0,50.0,740.0,1200.0,1260.0,10,1010.0
KS-PROD-1224,Textiles & Embroidery,Organic Cotton,Chikankari Stitching,Fine Heritage,590.0,430.0,100.0,20.0,1140.0,1610.0,1550.0,4,1380.0
KS-PROD-1225,Jewellery & Brassware,Dokra Bronze,Filigree,Fine Heritage,2940.0,4230.0,110.0,100.0,7380.0,10440.0,11060.0,4,9280.0
KS-PROD-1226,Bags & Accessories,Embroidered Silk,Jute Stitching,Masterpiece,220.0,280.0,30.0,80.0,610.0,670.0,720.0,1,700.0
KS-PROD-1227,Textiles & Embroidery,Organic Cotton,Chikankari Stitching,Standard,480.0,290.0,30.0,60.0,860.0,1410.0,1320.0,6,1130.0
KS-PROD-1228,Bags & Accessories,Embroidered Silk,Jute Stitching,Fine Heritage,280.0,640.0,40.0,70.0,1030.0,1370.0,1350.0,3,1210.0
KS-PROD-1229,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Masterpiece,760.0,710.0,90.0,80.0,1640.0,2220.0,2370.0,3,2010.0
KS-PROD-1230,Pottery & Terracotta,Terracotta,Terracotta Modelling,Fine Heritage,500.0,510.0,50.0,80.0,1140.0,1920.0,1870.0,6,1550.0
KS-PROD-1231,Woodcraft & Carvings,Rosewood,Chisel Carving,Fine Heritage,960.0,990.0,140.0,100.0,2190.0,2840.0,3010.0,6,2610.0
KS-PROD-1232,Jewellery & Brassware,Copper Alloy,Lost-Wax Dokra Casting,Standard,3480.0,3350.0,190.0,190.0,7210.0,11060.0,10410.0,6,9100.0
KS-PROD-1233,Handloom & Sarees,Chanderi Cotton,Jacquard Weaving,Fine Heritage,1050.0,4580.0,150.0,80.0,5860.0,7720.0,7960.0,5,6970.0
KS-PROD-1234,Pottery & Terracotta,Stoneware,Terracotta Modelling,Standard,180.0,480.0,80.0,60.0,800.0,1170.0,1210.0,7,1020.0
KS-PROD-1235,Bags & Accessories,Golden Jute,Hand Braiding,Masterpiece,170.0,840.0,90.0,20.0,1120.0,1730.0,1750.0,10,1460.0
KS-PROD-1236,Bags & Accessories,Burlap,Hand Braiding,Standard,380.0,270.0,60.0,40.0,750.0,1430.0,1350.0,9,1100.0
KS-PROD-1237,Home Decor & Brassware,Wrought Iron,Sand Casting,Fine Heritage,480.0,500.0,60.0,40.0,1080.0,1790.0,1910.0,8,1510.0
KS-PROD-1238,Textiles & Embroidery,Tussar Silk,Kantha Needlework,Standard,420.0,200.0,40.0,40.0,700.0,910.0,950.0,3,830.0
KS-PROD-1239,Handloom & Sarees,Silk Cotton,Pit Loom Weaving,Masterpiece,1300.0,5270.0,230.0,140.0,6940.0,10300.0,9420.0,3,8480.0
KS-PROD-1240,Bags & Accessories,Embroidered Silk,Jute Stitching,Masterpiece,230.0,720.0,40.0,60.0,1050.0,1310.0,1250.0,2,1210.0
KS-PROD-1241,Handloom & Sarees,Silk Cotton,Zari Booti Work,Masterpiece,2220.0,1640.0,90.0,100.0,4050.0,6810.0,6380.0,9,5420.0
KS-PROD-1242,Bags & Accessories,Cotton Canvas,Hand Braiding,Fine Heritage,490.0,520.0,90.0,50.0,1150.0,1660.0,1740.0,9,1460.0
KS-PROD-1243,Bamboo & Cane Craft,Seagrass,Coiled Bamboo Weaving,Masterpiece,510.0,360.0,40.0,70.0,980.0,1250.0,1280.0,4,1140.0
KS-PROD-1244,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Masterpiece,670.0,440.0,60.0,60.0,1230.0,1810.0,1690.0,4,1510.0
KS-PROD-1245,Bamboo & Cane Craft,Wild Bamboo,Split Cane Weaving,Fine Heritage,500.0,220.0,30.0,40.0,790.0,1060.0,990.0,1,910.0
KS-PROD-1246,Handloom & Sarees,Khadi,Pit Loom Weaving,Masterpiece,4060.0,2920.0,210.0,190.0,7380.0,12400.0,13310.0,10,10460.0
KS-PROD-1247,Jewellery & Brassware,Silver Filigree,Hand Engraving,Fine Heritage,3500.0,2990.0,160.0,160.0,6810.0,10930.0,10370.0,6,8880.0
KS-PROD-1248,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Masterpiece,370.0,560.0,60.0,80.0,1070.0,1800.0,1660.0,7,1420.0
KS-PROD-1249,Bags & Accessories,Cotton Canvas,Jute Stitching,Masterpiece,620.0,530.0,30.0,30.0,1210.0,1920.0,1780.0,6,1550.0
KS-PROD-1250,Woodcraft & Carvings,Rosewood,Jaali Latticework,Standard,430.0,1030.0,140.0,40.0,1640.0,1900.0,2060.0,3,1890.0
KS-PROD-1251,Bags & Accessories,Cotton Canvas,Hand Braiding,Fine Heritage,220.0,470.0,40.0,70.0,800.0,1220.0,1280.0,9,1050.0
KS-PROD-1252,Bags & Accessories,Burlap,Hand Braiding,Standard,290.0,450.0,50.0,30.0,820.0,1330.0,1290.0,6,1090.0
KS-PROD-1253,Woodcraft & Carvings,Teak Wood,Wood Turning,Fine Heritage,840.0,810.0,50.0,50.0,1750.0,2210.0,2260.0,3,2020.0
KS-PROD-1254,Home Decor & Brassware,Pure Brass,Sand Casting,Masterpiece,330.0,740.0,90.0,70.0,1230.0,1890.0,1880.0,6,1590.0
KS-PROD-1255,Pottery & Terracotta,Stoneware,Terracotta Modelling,Fine Heritage,390.0,1430.0,120.0,90.0,2030.0,3410.0,3150.0,6,2700.0
KS-PROD-1256,Bags & Accessories,Embroidered Silk,Hand Braiding,Masterpiece,650.0,720.0,90.0,80.0,1540.0,2830.0,2940.0,10,2290.0
KS-PROD-1257,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Masterpiece,450.0,250.0,70.0,30.0,800.0,1020.0,1090.0,3,950.0
KS-PROD-1258,Bags & Accessories,Burlap,Hand Braiding,Standard,280.0,500.0,90.0,40.0,910.0,1250.0,1180.0,3,1070.0
KS-PROD-1259,Bags & Accessories,Cotton Canvas,Jute Stitching,Masterpiece,160.0,480.0,70.0,50.0,760.0,1220.0,1210.0,5,1010.0
KS-PROD-1260,Textiles & Embroidery,Organic Cotton,Chikankari Stitching,Standard,480.0,420.0,40.0,60.0,1000.0,1420.0,1400.0,4,1220.0
KS-PROD-1261,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Masterpiece,660.0,240.0,50.0,30.0,980.0,1120.0,1080.0,1,1130.0
KS-PROD-1262,Home Decor & Brassware,Pure Brass,Beaten Metal Hammering,Fine Heritage,510.0,750.0,60.0,40.0,1360.0,1950.0,1850.0,3,1650.0
KS-PROD-1263,Handloom & Sarees,Chanderi Cotton,Zari Booti Work,Fine Heritage,1670.0,3480.0,130.0,140.0,5420.0,8420.0,8940.0,6,7250.0
KS-PROD-1264,Textiles & Embroidery,Wool,Block Printing,Standard,230.0,470.0,70.0,60.0,830.0,1190.0,1220.0,6,1040.0
KS-PROD-1265,Pottery & Terracotta,Quartz Paste,Terracotta Modelling,Masterpiece,990.0,450.0,100.0,80.0,1620.0,2350.0,2160.0,3,1960.0
KS-PROD-1266,Woodcraft & Carvings,Teak Wood,Chisel Carving,Masterpiece,400.0,1440.0,60.0,60.0,1960.0,2840.0,2860.0,6,2450.0
KS-PROD-1267,Handloom & Sarees,Khadi,Zari Booti Work,Masterpiece,1500.0,3400.0,210.0,150.0,5260.0,10070.0,9440.0,9,7680.0
KS-PROD-1268,Bags & Accessories,Cotton Canvas,Jute Stitching,Fine Heritage,240.0,220.0,80.0,20.0,560.0,720.0,780.0,4,670.0
KS-PROD-1269,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Masterpiece,350.0,500.0,70.0,40.0,960.0,1710.0,1700.0,9,1370.0
KS-PROD-1270,Home Decor & Brassware,Pure Brass,Sand Casting,Standard,340.0,240.0,70.0,20.0,670.0,860.0,870.0,2,780.0
KS-PROD-1271,Woodcraft & Carvings,Rosewood,Chisel Carving,Standard,500.0,1120.0,120.0,50.0,1790.0,2900.0,2930.0,9,2410.0
KS-PROD-1272,Bamboo & Cane Craft,Seagrass,Split Cane Weaving,Standard,230.0,270.0,40.0,40.0,580.0,770.0,700.0,1,670.0
KS-PROD-1273,Home Decor & Brassware,Terracotta,Sand Casting,Standard,120.0,510.0,80.0,70.0,780.0,1200.0,1140.0,4,990.0
KS-PROD-1274,Jewellery & Brassware,Dokra Bronze,Filigree,Fine Heritage,2220.0,1340.0,190.0,140.0,3890.0,4910.0,5310.0,5,4590.0
KS-PROD-1275,Pottery & Terracotta,Terracotta,Wheel Pottery,Fine Heritage,360.0,1440.0,90.0,50.0,1940.0,2940.0,3100.0,7,2550.0
KS-PROD-1276,Bags & Accessories,Burlap,Hand Braiding,Masterpiece,690.0,410.0,70.0,70.0,1240.0,1670.0,1550.0,1,1430.0
KS-PROD-1277,Jewellery & Brassware,Cast Brass,Hand Engraving,Fine Heritage,2290.0,3330.0,110.0,60.0,5790.0,9090.0,8300.0,4,7330.0
KS-PROD-1278,Textiles & Embroidery,Tussar Silk,Block Printing,Fine Heritage,450.0,350.0,30.0,30.0,860.0,1190.0,1090.0,3,1010.0
KS-PROD-1279,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Fine Heritage,210.0,250.0,80.0,50.0,590.0,1040.0,1070.0,10,850.0
KS-PROD-1280,Pottery & Terracotta,Stoneware,Wheel Pottery,Masterpiece,930.0,700.0,90.0,60.0,1780.0,2320.0,2170.0,1,2050.0
KS-PROD-1281,Home Decor & Brassware,Terracotta,Sand Casting,Masterpiece,710.0,690.0,100.0,70.0,1570.0,2280.0,2380.0,5,2000.0
KS-PROD-1282,Jewellery & Brassware,Cast Brass,Filigree,Fine Heritage,4250.0,1850.0,200.0,170.0,6470.0,9090.0,8490.0,1,7700.0
KS-PROD-1283,Home Decor & Brassware,Bell Metal,Sand Casting,Masterpiece,680.0,270.0,60.0,60.0,1070.0,1880.0,1850.0,8,1500.0
KS-PROD-1284,Textiles & Embroidery,Linen,Chikankari Stitching,Masterpiece,490.0,460.0,70.0,40.0,1060.0,1820.0,1810.0,10,1470.0
KS-PROD-1285,Textiles & Embroidery,Linen,Kantha Needlework,Masterpiece,620.0,580.0,70.0,40.0,1310.0,1820.0,1880.0,7,1610.0
KS-PROD-1286,Woodcraft & Carvings,Sandalwood,Jaali Latticework,Masterpiece,700.0,1500.0,140.0,40.0,2380.0,3040.0,2800.0,1,2740.0
KS-PROD-1287,Woodcraft & Carvings,Sandalwood,Wood Turning,Masterpiece,1070.0,620.0,130.0,40.0,1860.0,2740.0,2760.0,4,2350.0
KS-PROD-1288,Home Decor & Brassware,Pure Brass,Sand Casting,Masterpiece,220.0,240.0,100.0,60.0,620.0,910.0,870.0,3,770.0
KS-PROD-1289,Textiles & Embroidery,Wool,Kantha Needlework,Fine Heritage,490.0,640.0,70.0,40.0,1240.0,1800.0,1830.0,7,1560.0
KS-PROD-1290,Home Decor & Brassware,Pure Brass,Sand Casting,Masterpiece,550.0,340.0,80.0,70.0,1040.0,1500.0,1370.0,1,1250.0
KS-PROD-1291,Handloom & Sarees,Khadi,Pit Loom Weaving,Standard,2680.0,1850.0,210.0,100.0,4840.0,6370.0,6800.0,4,5830.0
KS-PROD-1292,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Standard,220.0,240.0,90.0,60.0,610.0,810.0,740.0,2,700.0
KS-PROD-1293,Home Decor & Brassware,Wrought Iron,Beaten Metal Hammering,Standard,380.0,290.0,60.0,30.0,760.0,1320.0,1220.0,7,1030.0
KS-PROD-1294,Pottery & Terracotta,Stoneware,Wheel Pottery,Fine Heritage,450.0,350.0,120.0,90.0,1010.0,1760.0,1660.0,7,1390.0
KS-PROD-1295,Home Decor & Brassware,Wrought Iron,Beaten Metal Hammering,Standard,250.0,580.0,80.0,30.0,940.0,1290.0,1380.0,5,1160.0
KS-PROD-1296,Handloom & Sarees,Khadi,Zari Booti Work,Masterpiece,2650.0,4300.0,160.0,100.0,7210.0,13770.0,12820.0,9,10490.0
KS-PROD-1297,Bamboo & Cane Craft,Rattan,Coiled Bamboo Weaving,Standard,370.0,420.0,80.0,20.0,890.0,1500.0,1480.0,9,1220.0
KS-PROD-1298,Bags & Accessories,Embroidered Silk,Hand Braiding,Masterpiece,560.0,270.0,70.0,60.0,960.0,1450.0,1450.0,8,1230.0
KS-PROD-1299,Woodcraft & Carvings,Sheesham Wood,Jaali Latticework,Masterpiece,570.0,550.0,70.0,90.0,1280.0,1720.0,1780.0,4,1540.0
KS-PROD-1300,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Standard,220.0,250.0,90.0,60.0,620.0,950.0,950.0,8,800.0
KS-PROD-1301,Handloom & Sarees,Silk Cotton,Pit Loom Weaving,Standard,1160.0,3930.0,180.0,50.0,5320.0,8780.0,8400.0,8,7090.0
KS-PROD-1302,Pottery & Terracotta,Quartz Paste,Blue Pottery Glazing,Masterpiece,340.0,1080.0,80.0,70.0,1570.0,2100.0,2240.0,7,1910.0
KS-PROD-1303,Textiles & Embroidery,Wool,Block Printing,Masterpiece,720.0,860.0,90.0,30.0,1700.0,1970.0,2070.0,3,1950.0
KS-PROD-1304,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Masterpiece,320.0,280.0,90.0,30.0,720.0,960.0,1040.0,7,880.0
KS-PROD-1305,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Standard,400.0,330.0,60.0,50.0,840.0,980.0,940.0,1,970.0
KS-PROD-1306,Pottery & Terracotta,Quartz Paste,Wheel Pottery,Fine Heritage,940.0,1330.0,130.0,40.0,2440.0,3780.0,3940.0,8,3230.0
